"rep","sampleSize","noiseRate","treeDepth","errorRate"
2,256,0.1,12,0.1328029633
2,256,0.1,13,0.1328029633
2,256,0.1,14,0.1328029633
2,256,0.1,15,0.1328029633
2,256,0.1,16,0.1328029633
2,256,0.1,17,0.1328029633
2,256,0.1,18,0.1328029633
2,256,0.1,19,0.1328029633
2,256,0.1,20,0.1328029633
2,512,0.1,2,0.2315139771
2,512,0.1,3,0.142329216
2,512,0.1,4,0.0951519012
2,512,0.1,5,0.0736103058
2,512,0.1,6,0.0949392319
2,512,0.1,7,0.1126203537
2,512,0.1,8,0.1168670654
2,512,0.1,9,0.1368980408
2,512,0.1,10,0.1368980408
2,512,0.1,11,0.1368980408
2,512,0.1,12,0.1368980408
2,512,0.1,13,0.1368980408
2,512,0.1,14,0.1368980408
2,512,0.1,15,0.1368980408
2,512,0.1,16,0.1368980408
2,512,0.1,17,0.1368980408
2,512,0.1,18,0.1368980408
2,512,0.1,19,0.1368980408
2,512,0.1,20,0.1368980408
2,1024,0.1,2,0.2187337875
2,1024,0.1,3,0.1429080963
2,1024,0.1,4,0.1038284302
2,1024,0.1,5,0.0737628937
2,1024,0.1,6,0.0618829727
2,1024,0.1,7,0.0498685837
2,1024,0.1,8,0.0763711929
2,1024,0.1,9,0.121963501
2,1024,0.1,10,0.1292133331
2,1024,0.1,11,0.1292133331
2,1024,0.1,12,0.1292133331
2,1024,0.1,13,0.1292133331
2,1024,0.1,14,0.1292133331
2,1024,0.1,15,0.1292133331
2,1024,0.1,16,0.1292133331
2,1024,0.1,17,0.1292133331
2,1024,0.1,18,0.1292133331
2,1024,0.1,19,0.1292133331
2,1024,0.1,20,0.1292133331
2,2048,0.1,2,0.1890411377
2,2048,0.1,3,0.1534328461
2,2048,0.1,4,0.1023960114
2,2048,0.1,5,0.0649642944
2,2048,0.1,6,0.0487375259
2,2048,0.1,7,0.0396900177
2,2048,0.1,8,0.0609092712
2,2048,0.1,9,0.0841941833
2,2048,0.1,10,0.1114635468
2,2048,0.1,11,0.114528656
2,2048,0.1,12,0.114528656
2,2048,0.1,13,0.114528656
2,2048,0.1,14,0.114528656
2,2048,0.1,15,0.114528656
2,2048,0.1,16,0.114528656
2,2048,0.1,17,0.114528656
2,2048,0.1,18,0.114528656
2,2048,0.1,19,0.114528656
2,2048,0.1,20,0.114528656
2,4096,0.1,2,0.2066631317
2,4096,0.1,3,0.1353263855
2,4096,0.1,4,0.103720665
2,4096,0.1,5,0.0736837387
2,4096,0.1,6,0.0470018387
2,4096,0.1,7,0.0376386642
2,4096,0.1,8,0.029460907
2,4096,0.1,9,0.0440311432
2,4096,0.1,10,0.083729744
2,4096,0.1,11,0.1168260574
2,8192,0.1,2,0.2182855606
2,8192,0.1,3,0.1400852203
2,8192,0.1,4,0.0896158218
2,8192,0.1,5,0.0791358948
2,8192,0.1,6,0.0563192368
2,8192,0.1,7,0.0375776291
2,8192,0.1,8,0.026550293
2,8192,0.1,9,0.0223531723
2,16384,0.1,2,0.2280845642
2,16384,0.1,3,0.1314888
2,16384,0.1,4,0.0958204269
2,16384,0.1,5,0.0691299438
2,16384,0.1,6,0.0474596024
2,16384,0.1,7,0.0338153839
2,16384,0.1,8,0.0250597
2,16384,0.1,9,0.0180482864
2,16384,0.1,10,0.015581131
2,32768,0.1,2,0.2421760559
2,32768,0.1,3,0.133398056
2,32768,0.1,4,0.0901699066
2,32768,0.1,5,0.0803222656
2,32768,0.1,6,0.0464525223
2,32768,0.1,7,0.032002449
2,32768,0.1,8,0.0264444351
2,32768,0.1,9,0.0160894394
2,32768,0.1,10,0.0127429962
3,64,0,2,0.215502739
3,64,0,3,0.179857254
3,64,0,4,0.1006793976
3,64,0,5,0.1098155975
3,64,0,6,0.0919046402
3,64,0,7,0.0919046402
3,64,0,8,0.0919046402
3,64,0,9,0.0919046402
3,64,0,10,0.0919046402
3,64,0,11,0.0919046402
3,64,0,12,0.0919046402
3,64,0,13,0.0919046402
3,64,0,14,0.0919046402
3,64,0,15,0.0919046402
3,64,0,16,0.0919046402
3,64,0,17,0.0919046402
3,64,0,18,0.0919046402
3,64,0,19,0.0919046402
3,64,0,20,0.0919046402
3,128,0,2,0.1944446564
3,128,0,3,0.1741609573
3,128,0,4,0.1152219772
3,128,0,5,0.111284256
3,128,0,6,0.0765838623
3,128,0,7,0.0696334839
3,128,0,8,0.0696334839
3,128,0,9,0.0696334839
3,128,0,10,0.0696334839
3,128,0,11,0.0696334839
3,128,0,12,0.0696334839
3,128,0,13,0.0696334839
3,128,0,14,0.0696334839
3,128,0,15,0.0696334839
3,128,0,16,0.0696334839
3,128,0,17,0.0696334839
3,128,0,18,0.0696334839
3,128,0,19,0.0696334839
3,128,0,20,0.0696334839
3,256,0,2,0.2535858154
3,256,0,3,0.1392784119
3,256,0,4,0.1318340302
3,256,0,5,0.0643119812
3,256,0,6,0.0628118515
3,256,0,7,0.058634758
3,256,0,8,0.0507850647
3,256,0,9,0.0507850647
3,256,0,10,0.0507850647
3,256,0,11,0.0507850647
3,256,0,12,0.0507850647
3,256,0,13,0.0507850647
3,256,0,14,0.0507850647
3,256,0,15,0.0507850647
3,256,0,16,0.0507850647
3,256,0,17,0.0507850647
3,256,0,18,0.0507850647
3,256,0,19,0.0507850647
3,256,0,20,0.0507850647
3,512,0,2,0.1976299286
3,512,0,3,0.1535081863
3,512,0,4,0.134929657
3,512,0,5,0.0685367584
3,512,0,6,0.0587234497
3,512,0,7,0.0521268845
3,512,0,8,0.041926384
3,512,0,9,0.0435657501
3,512,0,10,0.0435657501
3,512,0,11,0.0435657501
3,512,0,12,0.0435657501
3,512,0,13,0.0435657501
3,512,0,14,0.0435657501
3,512,0,15,0.0435657501
3,512,0,16,0.0435657501
3,512,0,17,0.0435657501
3,512,0,18,0.0435657501
3,512,0,19,0.0435657501
3,512,0,20,0.0435657501
3,1024,0,2,0.205324173
3,1024,0,3,0.1430845261
3,1024,0,4,0.1112089157
3,1024,0,5,0.0792589188
3,1024,0,6,0.0620040894
3,1024,0,7,0.0498971939
3,1024,0,8,0.0399093628
3,1024,0,9,0.0396928787
3,1024,0,10,0.0374917984
3,1024,0,11,0.0374917984
3,1024,0,12,0.0374917984
3,1024,0,13,0.0374917984
3,1024,0,14,0.0374917984
3,1024,0,15,0.0374917984
3,1024,0,16,0.0374917984
3,1024,0,17,0.0374917984
3,1024,0,18,0.0374917984
3,1024,0,19,0.0374917984
3,1024,0,20,0.0374917984
3,2048,0,2,0.1973934174
3,2048,0,3,0.1376628876
3,2048,0,4,0.1031751633
3,2048,0,5,0.0661354065
3,2048,0,6,0.0557756424
3,2048,0,7,0.034526825
3,2048,0,8,0.0267934799
3,2048,0,9,0.0251865387
3,2048,0,10,0.0194892883
3,2048,0,11,0.0187578201
3,2048,0,12,0.0187578201
3,2048,0,13,0.0187578201
3,2048,0,14,0.0187578201
3,2048,0,15,0.0187578201
3,2048,0,16,0.0187578201
3,2048,0,17,0.0187578201
3,2048,0,18,0.0187578201
3,2048,0,19,0.0187578201
3,2048,0,20,0.0187578201
3,4096,0,2,0.2226161957
3,4096,0,3,0.1352262497
3,4096,0,4,0.1035451889
3,4096,0,5,0.0919055939
3,4096,0,6,0.0452747345
3,4096,0,7,0.0347805023
3,4096,0,8,0.0268316269
3,4096,0,9,0.020483017
3,4096,0,10,0.0177907944
3,4096,0,11,0.0145998001
3,4096,0,12,0.0136976242
3,4096,0,13,0.0136976242
3,4096,0,14,0.0136976242
3,4096,0,15,0.0136976242
3,4096,0,16,0.0136976242
3,4096,0,17,0.0136976242
3,4096,0,18,0.0136976242
3,4096,0,19,0.0136976242
3,4096,0,20,0.0136976242
3,8192,0,2,0.2216873169
3,8192,0,3,0.1363525391
3,8192,0,4,0.1033992767
3,8192,0,5,0.0795583725
3,8192,0,6,0.0534067154
3,8192,0,7,0.0375823975
3,8192,0,8,0.0245771408
3,8192,0,9,0.0208530426
3,8192,0,10,0.0149183273
3,8192,0,11,0.0127630234
3,8192,0,12,0.0121059418
3,8192,0,13,0.0109634399
3,8192,0,14,0.0109634399
3,8192,0,15,0.0109634399
3,8192,0,16,0.0109634399
3,8192,0,17,0.0109634399
3,8192,0,18,0.0109634399
3,8192,0,19,0.0109634399
3,8192,0,20,0.0109634399
3,16384,0,2,0.2448787689
3,16384,0,3,0.1294565201
3,16384,0,4,0.0974578857
3,16384,0,5,0.0748968124
3,16384,0,6,0.0449857712
3,16384,0,7,0.0354976654
3,16384,0,8,0.0313596725
3,16384,0,9,0.0184230804
3,16384,0,10,0.0139131546
3,16384,0,11,0.0112028122
3,16384,0,12,0.0093660355
3,16384,0,13,0.0085639954
3,16384,0,14,0.0079240799
3,16384,0,15,0.0079240799
3,16384,0,16,0.0079240799
3,16384,0,17,0.0079240799
3,16384,0,18,0.0079240799
3,16384,0,19,0.0079240799
3,16384,0,20,0.0079240799
3,32768,0,2,0.2247390747
3,32768,0,3,0.1299724579
3,32768,0,4,0.0966110229
3,32768,0,5,0.0731573105
3,32768,0,6,0.0453720093
3,32768,0,7,0.0338449478
3,32768,0,8,0.0266180038
3,32768,0,9,0.0166759491
3,32768,0,10,0.0130729675
3,32768,0,11,0.0108299255
3,32768,0,12,0.0078811646
3,32768,0,13,0.0060462952
3,32768,0,14,0.005695343
3,32768,0,15,0.0053262711
3,32768,0,16,0.0053262711
3,32768,0,17,0.0053262711
3,32768,0,18,0.0053262711
3,32768,0,19,0.0053262711
3,32768,0,20,0.0053262711
3,64,0.02,2,0.2288007736
3,64,0.02,3,0.1530246735
3,64,0.02,4,0.1004114151
3,64,0.02,5,0.0755577087
3,64,0.02,6,0.0801515579
3,64,0.02,7,0.0801515579
3,64,0.02,8,0.0801515579
3,64,0.02,9,0.0801515579
3,64,0.02,10,0.0801515579
3,64,0.02,11,0.0801515579
3,64,0.02,12,0.0801515579
3,64,0.02,13,0.0801515579
3,64,0.02,14,0.0801515579
3,64,0.02,15,0.0801515579
3,64,0.02,16,0.0801515579
3,64,0.02,17,0.0801515579
3,64,0.02,18,0.0801515579
3,64,0.02,19,0.0801515579
3,64,0.02,20,0.0801515579
3,128,0.02,2,0.2598209381
3,128,0.02,3,0.178150177
3,128,0.02,4,0.1058988571
3,128,0.02,5,0.0965080261
3,128,0.02,6,0.0900630951
3,128,0.02,7,0.1070289612
3,128,0.02,8,0.1070289612
3,128,0.02,9,0.1070289612
3,128,0.02,10,0.1070289612
3,128,0.02,11,0.1070289612
3,128,0.02,12,0.1070289612
3,128,0.02,13,0.1070289612
3,128,0.02,14,0.1070289612
3,128,0.02,15,0.1070289612
3,128,0.02,16,0.1070289612
3,128,0.02,17,0.1070289612
3,128,0.02,18,0.1070289612
3,128,0.02,19,0.1070289612
3,128,0.02,20,0.1070289612
3,256,0.02,2,0.1787424088
3,256,0.02,3,0.1299448013
3,256,0.02,4,0.1279649734
3,256,0.02,5,0.1006994247
3,256,0.02,6,0.092048645
3,256,0.02,7,0.0852108002
3,256,0.02,8,0.0702085495
3,256,0.02,9,0.0702085495
3,256,0.02,10,0.0702085495
3,256,0.02,11,0.0702085495
3,256,0.02,12,0.0702085495
3,256,0.02,13,0.0702085495
3,256,0.02,14,0.0702085495
3,256,0.02,15,0.0702085495
3,256,0.02,16,0.0702085495
3,256,0.02,17,0.0702085495
3,256,0.02,18,0.0702085495
3,256,0.02,19,0.0702085495
3,256,0.02,20,0.0702085495
3,512,0.02,2,0.250538826
3,512,0.02,3,0.1338834763
3,512,0.02,4,0.1120901108
3,512,0.02,5,0.0838518143
3,512,0.02,6,0.0702867508
3,512,0.02,7,0.0577707291
3,512,0.02,8,0.0688486099
3,512,0.02,9,0.0616855621
3,512,0.02,10,0.0616855621
3,512,0.02,11,0.0616855621
3,512,0.02,12,0.0616855621
3,512,0.02,13,0.0616855621
3,512,0.02,14,0.0616855621
3,512,0.02,15,0.0616855621
3,512,0.02,16,0.0616855621
3,512,0.02,17,0.0616855621
3,512,0.02,18,0.0616855621
3,512,0.02,19,0.0616855621
3,512,0.02,20,0.0616855621
3,1024,0.02,2,0.1908950806
3,1024,0.02,3,0.1671276093
3,1024,0.02,4,0.1056203842
3,1024,0.02,5,0.0758781433
3,1024,0.02,6,0.0668563843
3,1024,0.02,7,0.0433082581
3,1024,0.02,8,0.0553607941
3,1024,0.02,9,0.0604772568
3,1024,0.02,10,0.0560112
3,1024,0.02,11,0.0560112
3,1024,0.02,12,0.0560112
3,1024,0.02,13,0.0560112
3,1024,0.02,14,0.0560112
3,1024,0.02,15,0.0560112
3,1024,0.02,16,0.0560112
3,1024,0.02,17,0.0560112
3,1024,0.02,18,0.0560112
3,1024,0.02,19,0.0560112
3,1024,0.02,20,0.0560112
3,2048,0.02,2,0.2506065369
3,2048,0.02,3,0.1436491013
3,2048,0.02,4,0.0958623886
3,2048,0.02,5,0.0803174973
3,2048,0.02,6,0.0604896545
3,2048,0.02,7,0.0428524017
3,2048,0.02,8,0.0301628113
3,2048,0.02,9,0.034163475
3,2048,0.02,10,0.0452680588
3,2048,0.02,11,0.0459861755
3,2048,0.02,12,0.0459861755
3,2048,0.02,13,0.0459861755
3,2048,0.02,14,0.0459861755
3,2048,0.02,15,0.0459861755
3,2048,0.02,16,0.0459861755
3,2048,0.02,17,0.0459861755
3,2048,0.02,18,0.0459861755
3,2048,0.02,19,0.0459861755
3,2048,0.02,20,0.0459861755
3,4096,0.02,2,0.2080469131
3,4096,0.02,3,0.140250206
3,4096,0.02,4,0.1083717346
3,4096,0.02,5,0.0827770233
3,4096,0.02,6,0.0456972122
3,4096,0.02,7,0.0359754562
3,4096,0.02,8,0.0281801224
3,4096,0.02,9,0.0223789215
3,4096,0.02,10,0.0186748505
3,4096,0.02,11,0.035533905
3,4096,0.02,12,0.0347013474
3,4096,0.02,13,0.0347013474
3,4096,0.02,14,0.0347013474
3,4096,0.02,15,0.0347013474
3,4096,0.02,16,0.0347013474
3,4096,0.02,17,0.0347013474
3,4096,0.02,18,0.0347013474
3,4096,0.02,19,0.0347013474
3,4096,0.02,20,0.0347013474
3,8192,0.02,2,0.2487096786
3,8192,0.02,3,0.1393756866
3,8192,0.02,4,0.0914859772
3,8192,0.02,5,0.0762224197
3,8192,0.02,6,0.0478286743
3,8192,0.02,7,0.0347290039
3,8192,0.02,8,0.0268039703
3,8192,0.02,9,0.0222702026
3,8192,0.02,10,0.0167999268
3,8192,0.02,11,0.0206203461
3,8192,0.02,12,0.0332269669
3,16384,0.02,2,0.2387046814
3,16384,0.02,3,0.1319208145
3,16384,0.02,4,0.0898351669
3,16384,0.02,5,0.0810317993
3,16384,0.02,6,0.0482177734
3,16384,0.02,7,0.0322532654
3,16384,0.02,8,0.0256919861
3,16384,0.02,9,0.0171308517
3,16384,0.02,11,0.0112352371
3,32768,0.02,2,0.2319698334
3,32768,0.02,3,0.1291389465
3,32768,0.02,4,0.0958328247
3,32768,0.02,5,0.0758152008
3,32768,0.02,6,0.0462007523
3,32768,0.02,7,0.0375900269
3,32768,0.02,8,0.0304851532
3,64,0.04,2,0.2115392685
3,64,0.04,3,0.1734266281
3,64,0.04,4,0.1538972855
3,64,0.04,5,0.1951904297
3,64,0.04,6,0.1586894989
3,64,0.04,7,0.1586894989
3,64,0.04,8,0.1586894989
3,64,0.04,9,0.1586894989
3,64,0.04,10,0.1586894989
3,64,0.04,11,0.1586894989
3,64,0.04,12,0.1586894989
3,64,0.04,13,0.1586894989
3,64,0.04,14,0.1586894989
3,64,0.04,15,0.1586894989
3,64,0.04,16,0.1586894989
3,64,0.04,17,0.1586894989
3,64,0.04,18,0.1586894989
3,64,0.04,19,0.1586894989
3,64,0.04,20,0.1586894989
3,128,0.04,2,0.2027292252
3,128,0.04,3,0.1271333694
3,128,0.04,4,0.1181297302
3,128,0.04,5,0.109041214
3,128,0.04,6,0.1273374557
3,128,0.04,7,0.0940313339
3,128,0.04,8,0.0940313339
3,128,0.04,9,0.0940313339
3,128,0.04,10,0.0940313339
3,128,0.04,11,0.0940313339
3,128,0.04,12,0.0940313339
3,128,0.04,13,0.0940313339
3,128,0.04,14,0.0940313339
3,128,0.04,15,0.0940313339
3,128,0.04,16,0.0940313339
3,128,0.04,17,0.0940313339
3,128,0.04,18,0.0940313339
3,128,0.04,19,0.0940313339
3,128,0.04,20,0.0940313339
3,256,0.04,2,0.255074501
3,256,0.04,3,0.1543560028
3,256,0.04,4,0.1040868759
3,256,0.04,5,0.0879526138
3,256,0.04,6,0.0818214417
3,256,0.04,7,0.0781879425
3,256,0.04,8,0.0828046799
3,256,0.04,9,0.0828046799
3,256,0.04,10,0.0828046799
3,256,0.04,11,0.0828046799
3,256,0.04,12,0.0828046799
3,256,0.04,13,0.0828046799
3,256,0.04,14,0.0828046799
3,256,0.04,15,0.0828046799
3,256,0.04,16,0.0828046799
3,256,0.04,17,0.0828046799
3,256,0.04,18,0.0828046799
3,256,0.04,19,0.0828046799
3,256,0.04,20,0.0828046799
3,512,0.04,2,0.2510032654
3,512,0.04,3,0.1399278641
3,512,0.04,4,0.1100292206
3,512,0.04,5,0.0841007233
3,512,0.04,6,0.053030014
3,512,0.04,7,0.0659122467
3,512,0.04,8,0.0755500793
3,512,0.04,9,0.0734872818
3,512,0.04,10,0.0734872818
3,512,0.04,11,0.0734872818
3,512,0.04,12,0.0734872818
3,512,0.04,13,0.0734872818
3,512,0.04,14,0.0734872818
3,512,0.04,15,0.0734872818
3,512,0.04,16,0.0734872818
3,512,0.04,17,0.0734872818
3,512,0.04,18,0.0734872818
3,512,0.04,19,0.0734872818
3,512,0.04,20,0.0734872818
3,1024,0.04,2,0.2183914185
3,1024,0.04,3,0.1272287369
3,1024,0.04,4,0.1057672501
3,1024,0.04,5,0.0739183426
3,1024,0.04,6,0.0509738922
3,1024,0.04,7,0.0372476578
3,1024,0.04,8,0.0382394791
3,1024,0.04,9,0.0599918365
3,1024,0.04,10,0.0621557236
3,1024,0.04,11,0.0621557236
3,1024,0.04,12,0.0621557236
3,1024,0.04,13,0.0621557236
3,1024,0.04,14,0.0621557236
3,1024,0.04,15,0.0621557236
3,1024,0.04,16,0.0621557236
3,1024,0.04,17,0.0621557236
3,1024,0.04,18,0.0621557236
3,1024,0.04,19,0.0621557236
3,1024,0.04,20,0.0621557236
3,2048,0.04,2,0.2188262939
3,2048,0.04,3,0.1354179382
3,2048,0.04,4,0.0979804993
3,2048,0.04,5,0.0821304321
3,2048,0.04,6,0.0450658798
3,2048,0.04,7,0.0415372849
3,2048,0.04,8,0.0286312103
3,2048,0.04,9,0.0321235657
3,2048,0.04,10,0.0548467636
3,2048,0.04,11,0.0488328934
3,2048,0.04,12,0.0488328934
3,2048,0.04,13,0.0488328934
3,2048,0.04,14,0.0488328934
3,2048,0.04,15,0.0488328934
3,2048,0.04,16,0.0488328934
3,2048,0.04,17,0.0488328934
3,2048,0.04,18,0.0488328934
3,2048,0.04,19,0.0488328934
3,2048,0.04,20,0.0488328934
3,4096,0.04,2,0.191534996
3,4096,0.04,3,0.1417837143
3,4096,0.04,4,0.1256752014
3,4096,0.04,5,0.0687580109
3,4096,0.04,6,0.0606985092
3,4096,0.04,7,0.0351495743
3,4096,0.04,8,0.0314455032
3,4096,0.04,9,0.0222988129
3,4096,0.04,10,0.0282182693
3,4096,0.04,11,0.0539045334
3,4096,0.04,12,0.0584983826
3,4096,0.04,13,0.0584983826
3,4096,0.04,14,0.0584983826
3,4096,0.04,15,0.0584983826
3,4096,0.04,16,0.0584983826
3,4096,0.04,17,0.0584983826
3,4096,0.04,18,0.0584983826
3,4096,0.04,19,0.0584983826
3,4096,0.04,20,0.0584983826
3,8192,0.04,2,0.2197999954
3,8192,0.04,3,0.1331863403
3,8192,0.04,4,0.0945510864
3,8192,0.04,5,0.0739212036
3,8192,0.04,6,0.0494346619
3,8192,0.04,7,0.0313501358
3,8192,0.04,8,0.0266962051
3,8192,0.04,9,0.0188951492
3,8192,0.04,10,0.0183591843
3,8192,0.04,11,0.0212869644
3,16384,0.04,2,0.2172136307
3,16384,0.04,3,0.1329631805
3,16384,0.04,4,0.1067733765
3,16384,0.04,5,0.0738801956
3,16384,0.04,6,0.0509729385
3,16384,0.04,7,0.0401067734
3,16384,0.04,8,0.0273475647
3,16384,0.04,9,0.0174102783
3,16384,0.04,10,0.0136842728
3,32768,0.04,2,0.2281036377
3,32768,0.04,3,0.1409549713
3,32768,0.04,4,0.0868330002
3,32768,0.04,5,0.0753364563
3,32768,0.04,6,0.0547742844
3,32768,0.04,7,0.0314416885
3,32768,0.04,8,0.0248508453
3,32768,0.04,9,0.0174760818
3,32768,0.04,10,0.0140314102
3,64,0.06,2,0.2122707367
3,64,0.06,3,0.1567907333
3,64,0.06,4,0.2663488388
3,64,0.06,5,0.1620988846
3,64,0.06,6,0.1430950165
3,64,0.06,7,0.1430950165
3,64,0.06,8,0.1430950165
3,64,0.06,9,0.1430950165
3,64,0.06,10,0.1430950165
3,64,0.06,11,0.1430950165
3,64,0.06,12,0.1430950165
3,64,0.06,13,0.1430950165
3,64,0.06,14,0.1430950165
3,64,0.06,15,0.1430950165
3,64,0.06,16,0.1430950165
3,64,0.06,17,0.1430950165
3,64,0.06,18,0.1430950165
3,64,0.06,19,0.1430950165
3,64,0.06,20,0.1430950165
3,128,0.06,2,0.2131299973
3,128,0.06,3,0.1384849548
3,128,0.06,4,0.0984783173
3,128,0.06,5,0.1087007523
3,128,0.06,6,0.1352434158
3,128,0.06,7,0.1386098862
3,128,0.06,8,0.1386098862
3,128,0.06,9,0.1386098862
3,128,0.06,10,0.1386098862
3,128,0.06,11,0.1386098862
3,128,0.06,12,0.1386098862
3,128,0.06,13,0.1386098862
3,128,0.06,14,0.1386098862
3,128,0.06,15,0.1386098862
3,128,0.06,16,0.1386098862
3,128,0.06,17,0.1386098862
3,128,0.06,18,0.1386098862
3,128,0.06,19,0.1386098862
3,128,0.06,20,0.1386098862
3,256,0.06,2,0.2506999969
3,256,0.06,3,0.1253700256
3,256,0.06,4,0.1254587173
3,256,0.06,5,0.097196579
3,256,0.06,6,0.0490674973
3,256,0.06,7,0.0841617584
3,256,0.06,8,0.0927591324
3,256,0.06,9,0.0927591324
3,256,0.06,10,0.0927591324
3,256,0.06,11,0.0927591324
3,256,0.06,12,0.0927591324
3,256,0.06,13,0.0927591324
3,256,0.06,14,0.0927591324
3,256,0.06,15,0.0927591324
3,256,0.06,16,0.0927591324
3,256,0.06,17,0.0927591324
3,256,0.06,18,0.0927591324
3,256,0.06,19,0.0927591324
3,256,0.06,20,0.0927591324
3,512,0.06,2,0.2503652573
3,512,0.06,3,0.1352910995
3,512,0.06,4,0.1033744812
3,512,0.06,5,0.0758943558
3,512,0.06,6,0.0563793182
3,512,0.06,7,0.0615816116
3,512,0.06,8,0.0986862183
3,512,0.06,9,0.0917263031
3,512,0.06,10,0.0917263031
3,512,0.06,11,0.0917263031
3,512,0.06,12,0.0917263031
3,512,0.06,13,0.0917263031
3,512,0.06,14,0.0917263031
3,512,0.06,15,0.0917263031
3,512,0.06,16,0.0917263031
3,512,0.06,17,0.0917263031
3,512,0.06,18,0.0917263031
3,512,0.06,19,0.0917263031
3,512,0.06,20,0.0917263031
3,1024,0.06,2,0.1967763901
3,1024,0.06,3,0.1370363235
3,1024,0.06,4,0.0920944214
3,1024,0.06,5,0.0762929916
3,1024,0.06,6,0.05900383
3,1024,0.06,7,0.0444831848
3,1024,0.06,8,0.0572471619
3,1024,0.06,9,0.0842514038
3,1024,0.06,10,0.0902824402
3,1024,0.06,11,0.0902824402
3,1024,0.06,12,0.0902824402
3,1024,0.06,13,0.0902824402
3,1024,0.06,14,0.0902824402
3,1024,0.06,15,0.0902824402
3,1024,0.06,16,0.0902824402
3,1024,0.06,17,0.0902824402
3,1024,0.06,18,0.0902824402
3,1024,0.06,19,0.0902824402
3,1024,0.06,20,0.0902824402
3,2048,0.06,2,0.2503070831
3,2048,0.06,3,0.1407155991
3,2048,0.06,4,0.0938034058
3,2048,0.06,5,0.090136528
3,2048,0.06,6,0.0546474457
3,2048,0.06,7,0.043671608
3,2048,0.06,8,0.0395288467
3,2048,0.06,9,0.0555324554
3,2048,0.06,10,0.0837240219
3,2048,0.06,11,0.0751724243
3,2048,0.06,12,0.0751724243
3,2048,0.06,13,0.0751724243
3,2048,0.06,14,0.0751724243
3,2048,0.06,15,0.0751724243
3,2048,0.06,16,0.0751724243
3,2048,0.06,17,0.0751724243
3,2048,0.06,18,0.0751724243
3,2048,0.06,19,0.0751724243
3,2048,0.06,20,0.0751724243
3,4096,0.06,2,0.2506551743
3,4096,0.06,3,0.1274290085
3,4096,0.06,4,0.1043357849
3,4096,0.06,5,0.0827560425
3,4096,0.06,6,0.0455369949
3,4096,0.06,7,0.0381069183
3,4096,0.06,8,0.0261516571
3,4096,0.06,9,0.0256242752
3,4096,0.06,10,0.0500431061
3,4096,0.06,11,0.0813350677
3,4096,0.06,12,0.0741510391
3,4096,0.06,13,0.0741510391
3,4096,0.06,14,0.0741510391
3,4096,0.06,15,0.0741510391
3,4096,0.06,16,0.0741510391
3,4096,0.06,17,0.0741510391
3,4096,0.06,18,0.0741510391
3,4096,0.06,19,0.0741510391
3,4096,0.06,20,0.0741510391
3,8192,0.06,2,0.2347946167
3,8192,0.06,3,0.1270647049
3,8192,0.06,4,0.1075668335
3,8192,0.06,5,0.0733633041
3,8192,0.06,6,0.0463066101
3,8192,0.06,7,0.0397968292
3,8192,0.06,8,0.0281324387
3,8192,0.06,9,0.0177640915
3,16384,0.06,2,0.2364816666
3,16384,0.06,3,0.1316175461
3,16384,0.06,4,0.0923433304
3,16384,0.06,5,0.0728607178
3,16384,0.06,6,0.0471658707
3,16384,0.06,7,0.0351572037
3,16384,0.06,8,0.0255804062
3,16384,0.06,9,0.0179738998
3,32768,0.06,2,0.2284669876
3,32768,0.06,3,0.1376533508
3,32768,0.06,4,0.0893669128
3,32768,0.06,5,0.0855636597
3,32768,0.06,6,0.0398054123
3,32768,0.06,7,0.0351495743
3,32768,0.06,8,0.027589798
3,32768,0.06,9,0.016784668
3,32768,0.06,10,0.0130386353
3,64,0.08,2,0.1713495255
3,64,0.08,3,0.1198730469
3,64,0.08,4,0.167722702
3,64,0.08,5,0.1767778397
3,64,0.08,6,0.176735878
3,64,0.08,7,0.176735878
3,64,0.08,8,0.176735878
3,64,0.08,9,0.176735878
3,64,0.08,10,0.176735878
3,64,0.08,11,0.176735878
3,64,0.08,12,0.176735878
3,64,0.08,13,0.176735878
3,64,0.08,14,0.176735878
3,64,0.08,15,0.176735878
3,64,0.08,16,0.176735878
3,64,0.08,17,0.176735878
3,64,0.08,18,0.176735878
3,64,0.08,19,0.176735878
3,64,0.08,20,0.176735878
3,128,0.08,2,0.179599762
3,128,0.08,3,0.1705770493
3,128,0.08,4,0.1522293091
3,128,0.08,5,0.1436958313
3,128,0.08,6,0.1345386505
3,128,0.08,7,0.1539468765
3,128,0.08,8,0.1539468765
3,128,0.08,9,0.1539468765
3,128,0.08,10,0.1539468765
3,128,0.08,11,0.1539468765
3,128,0.08,12,0.1539468765
3,128,0.08,13,0.1539468765
3,128,0.08,14,0.1539468765
3,128,0.08,15,0.1539468765
3,128,0.08,16,0.1539468765
3,128,0.08,17,0.1539468765
3,128,0.08,18,0.1539468765
3,128,0.08,19,0.1539468765
3,128,0.08,20,0.1539468765
3,256,0.08,2,0.2216253281
3,256,0.08,3,0.1472244263
3,256,0.08,4,0.1304941177
3,256,0.08,5,0.0669517517
3,256,0.08,6,0.0552511215
3,256,0.08,7,0.0821723938
3,256,0.08,8,0.1011362076
3,256,0.08,9,0.1011362076
3,256,0.08,10,0.1011362076
3,256,0.08,11,0.1011362076
3,256,0.08,12,0.1011362076
3,256,0.08,13,0.1011362076
3,256,0.08,14,0.1011362076
